Code,Title,Description,Severity,Classification
02106,Hull damage impairing seaworthiness,"Any significant hull damage (e.g., a fracture in the side shell, holing, heavy indents, buckling) that impairs seaworthiness will almost certainly justify detentio​fma.fo】. This is among the most severe structural issues: it means the hull’s ability to keep water out or bear loads is compromised. PSC not only detains such a vessel, but often requires immediate class survey and repair before voyage. (Example: a crack in the main deck or bottom could lead to catastrophic failure in heavy seas.) Score 10 – extreme immediate risk.",10,Equipment
02107,"Ballast, fuel and other tanks","Significant structural problems in tanks (e.g., holed ballast tank, severely corroded fuel tank boundaries) can lead to pollution or loss of stability. If a fuel tank is leaking internally, it could introduce oil into ballast or vice versa (contravenes MARPOL and weakens structure). PSC will involve class and likely detain if structural integrity of tanks is in doubt. High severity (both pollution and stability concerns).",8,Equipment
02108,Electric equipment in general,"Under structural condition maybe referring to general electrical fittings not posing ignition risk or not compromised by structure (this code’s placement is odd; possibly meant for structural fire safety of electrical cable penetrations, or electrical wiring integrity in damp spaces). If PSC finds widespread unsafe wiring or electrical fittings that could fail (leading to fire or loss of vital systems), they issue deficiencies. It’s moderately severe – mostly impacting reliability and fire safety. (If it’s about intrinsically safe electrical gear in dangerous spaces, then severity would be higher, but that might fall under other categories).",6,Equipment
02109,Permanent means of access,"Newer tankers and bulkers must have means for inspectors to access critical structural areas (per SOLAS XI-1/Reg.3-6). If those means (railed platforms, ladders, etc.) are missing or unsafe, it hampers proper inspection and maintenance of structure. PSC will note it; while not an immediate threat, lack of access can hide serious structural issues. They might require it fixed by next special survey. Moderate severity.",5,Equipment
02110,"Beams, frames, floors-op.damage","Heavy items or operations can bend or deform internal hull members (frames, deck beams, bottom floors). If PSC sees bent frames from cargo operations or slamming, it signals weakened hull sections. A few slightly bent frames = deficiency to monitor; many or severe deformations = detention until class approves strength is intact. We score 7 on average – could be higher if deformation is extensive (risking structural collapse under load).",7,Equipment
02111,"Beams, frames, floors-corrosion","Widespread wastage of structural members (frames, beams, etc.) due to rust significantly reduces hull strength. PSC (often via class measurements) treat advanced corrosion as a very serious issue – e.g., >25% diminution usually requires immediate repair. Bulk carriers with corroded frames have broken in half. So this often leads to detention or at least a Condition of Class before next voyage. High severity.",8,Equipment
02112,Hull - corrosion,"General hull plating corrosion: if it’s more than superficial (flake rust), e.g., pitting, grooving, or areas of reduced thickness, it threatens watertightness and strength. PSC may gauge thickness or demand ultrasonic reports. Heavy corrosion (wastage beyond allowable) on shell or deck is detainabl​fma.fo】. E.g., a holed side shell plate from rust = immediate detention until repaired. High severity.",8,Equipment
02113,Hull - cracking,"Cracks in the hull, even small, tend to propagate and can cause catastrophic failure. Especially alarming are cracks in high-stress areas (deck, bottom, near hatch corners on bulkers). PSC will detain for any crack that goes through the plating (through-thickness​fma.fo】. A crack is essentially an active failure in progress – thus extremely severe. (They might allow a temporary repair or limit cargo until permanent fix, under class direction, but not sailing as-is.)",9,Equipment
02114,Bulkhead –corrosion,"Watertight bulkheads (e.g., engine room forward bulkhead, collision bulkhead, transverse holds bulkheads in bulk carriers) are crucial to limit flooding. If they are severely corroded, flooding from one compartment can spread. PSC will insist on repairs quickly. Less visible externally, but if known, it’s serious – possibly detention depending on extent and which bulkhead. Moderate-high severity.",7,Equipment
02115,Bulkheads - operational damage,"Bulkheads can be damaged by cargo operations (e.g., grabs in bulk holds denting bulkheads) or grounding, etc. Dented bulkheads may not be as strong against water pressure or cargo load. PSC will consult class; if damage is beyond class-allowable deformation, they’ll detain for repair. Score ~7 given it could degrade watertightness (though if not cracked, just dented, might be tolerable short-term with class okay).",7,Equipment
