Code,Title,Description,Paris MOU Recommendations,AMSA Trends,AMSA Recommendations,Tokyo MOU Trends,Tokyo MOU Recommendations,Paris MOU Trends,Mapped Questions-Internal,Mapped Questions-External
18402,Access to on shore medical doctor or dentist,"MLC says crew have right to visit doctor/dentist ashore when needed. If PSC hears that in some port a crew was denied that by company, they’ll note it. Not usually directly observable unless crew complains. Moderate (and usually resolved via agent arrangements, not detention).",,,,,,,Any past PSC detentions/SIRE refusals?,"Is there evidence to confirm that visits to a qualified medical doctor or dentist have been arranged without delay in ports of call, where required? (V)? # Are seafarers provided with free access to external sources of support, whom they can contact in confidence while on board (V)?"
18403,Standard medical report form,"MLC has a model medical report form to be used when a seafarer is referred to shore. If not on board, trivial – doctor can use own form.",,,,,,,,
18404,Medical doctor or person in charge of medical care,"Vessels with 100+ crew or passengers for international voyages >3 days must carry a doctor. If required and none present, it’s detainable (esp. passenger ships). For smaller crew, an officer must be designated with advanced medical training (covered by 01212). PSC would detain a cruise liner without a required doctor. Score 6 (varies with context – high for passenger ship, moderate for cargo with small crew because they just need trained officer which is covered).","For ships on voyages of more than three days carrying 100 or more persons, carry a qualified medical doctor; on other ships designate a crew member trained in medical care and ensure training certificates are on board.",,,,,,,"Is there evidence to confirm that visits to a qualified medical doctor or dentist have been arranged without delay in ports of call, where required? (V)?"
18405,Medical advice by radio or satellite,"Requires availability of radio medical advice (all GMDSS ships already have that via coast radio). If communications are up, this is fine. Not an issue unless communications fail, which is covered elsewhere.",,,,,,,,"Is there evidence to confirm that visits to a qualified medical doctor or dentist have been arranged without delay in ports of call, where required? (V)? # Is the vessel provided with adequate policies on mental health and mental disorders? (V)?"
18406,Medical care onboard or ashore free of charge,"MLC requires that needed medical care for crew is provided at no cost to them. If PSC finds crew had to pay or company refused to pay for treatment, that’s a serious non-compliance (crew welfare). They will compel shipowner to cover it. Not a safety-of-ship issue, but a rights issue – moderate.",,,,,,,,"Are ship’s staff provided with appropriate medical care and health promotion programmes? (V)? # Are seafarers provided with free access to external sources of support, whom they can contact in confidence while on board (V)?"
18407,Lighting (Working spaces),"Duplicate of 09203, already considered.",,,,,,,"Condition of light fittings, ladders, portholes on accom decks?","Are the self-igniting lights of lifebuoys located in the hazardous area intrinsically safe? # Is all lighting around the bunker area Ex-rated and does it appear adequate to illuminate the bunker area? # Are light fittings in the tunnel conveyor Ex‘d’ rated and in good condition? (V)? # Are the boom conveyor and /or shuttle conveyor, where applicable, walkway lights and, floodlights in good working condition? (V)? # Is the lighting illumination level in engine room space adequate (V)? # Are portable and fixed cargo lights used for illumination of cargo holds inspected regularly and maintained in good condition? (V)? # Are the explosion-proof lights in paint lockers, acetylene stores or similar spaces in good condition? (V)?"
18408,Electrical,"Duplicate of 09209 (shock hazards), considered.",,,,,,,"Check the condition of wires (no broken strands, kinks) and check that spare wire is available.? # Operating condition of AE (each must be able to take at least 80% of rated load)?","Is if refrigerated containers are carried, is the electric power supply permanently installed from the engine room and are the ship’s electrical distribution system and electric container sockets in good condition and undamaged? (V)? # Is all electric equipment including cable box, cable run and cable tray and shore interlock connection system on the boom conveyor in good order? (V)? # Is if the electric voltage power of vessel is greater than 1000 volts (high voltage), is staff suitably trained? (V)? # Are the main, emergency switchboards and local starter panels surrounded by non- conducting mat and are the mats in good order? (V)? # Is the earth fault monitoring equipment of the main and emergency switchboards operational and are they free of faults? (V)? # Is the condition of electrical equipment including switches, sockets, junction boxes, plugs, conduits and wiring on weather decks satisfactory? (V)?"
18409,Dangerous areas,"Duplicate of 09212 (markings), considered.",,,,,,,,"Is the safety zone clearly marked and, have restrictions within the safety zone been enforced and followed?"
18410,Gas instruments,"Duplicate of 09213 (enclosed space gas detectors), considered critical.",,,,,,,Fixed Gas detection system? # Calibration records of portable gas meters and UTIs and minimum spares available on board?,"Are portable gas detectors suitable for atmosphere testing of enclosed spaces provided; in good condition; calibrated in accordance with the manufacturer’s instructions, and are officers trained and competent with their operation? (V & M)?"
18411,Emergency cleaning devices,"Duplicate of 09214 (eyewash/showers), moderate.",,,,,,,,Are there guidelines and procedures for hold cleaning in place (V)?
18412,Personal equipment,"Duplicate of 09216 (PPE), moderate.",,,,,,,"Random check of Fireman Suits and equipment, communication eqpt, safety posters, availability of LSA/FFA training manuals at common places?",Has a PPE Matrix for use of personal protective equipment been provided and is it being worn as required? (V)? # Are firemen’s outfits including their equipment and breathing apparatus in good condition and available for instant use? (V & M)? # Are personnel provided with appropriate protective equipment suitable for sub- freezing temperature? (V)?
18413,Warning notices,"Duplicate of 09217, minor.",,,,,,,,Are hazardous areas marked with clearly visible warning signage and are the crew familiar with the special precautions and the risks for those areas? # Are the visual and audible warning signals provided for gantry cranes in the deck area in good order and tested regularly? (V)?
